TRAIN,data/labels/PXL_20211210_152656935.jpg,card,522,1430,1414,760
TRAIN,data/labels/PXL_20211210_152656935.jpg,card,1629,1855,2437,1284
TRAIN,data/labels/PXL_20211210_152656935.jpg,card,2545,1814,3327,1273
TRAIN,data/labels/PXL_20211210_152656935.jpg,card,2514,1101,3299,540
TRAIN,data/labels/PXL_20211210_152656935.jpg,card,1558,1037,2342,537
TRAIN,data/labels/PXL_20211210_152452679.jpg,card,162,1735,969,1220
TRAIN,data/labels/PXL_20211210_152452679.jpg,card,1172,1718,1869,1185
TRAIN,data/labels/PXL_20211210_152452679.jpg,card,294,2514,1080,1947
TRAIN,data/labels/PXL_20211210_152452679.jpg,card,1246,2365,1913,1880
TRAIN,data/labels/PXL_20211210_152452679.jpg,card,1220,3077,1857,2584
TRAIN,data/labels/PXL_20211210_152452679.jpg,card,388,3265,1121,2721
TRAIN,data/labels/PXL_20211210_152611313.jpg,card,510,2089,1358,1471
TRAIN,data/labels/PXL_20211210_152611313.jpg,card,1417,1986,2233,1419
TRAIN,data/labels/PXL_20211210_152611313.jpg,card,2417,1891,3225,1389
TRAIN,data/labels/PXL_20211210_152611313.jpg,card,2323,1319,3102,848
TRAIN,data/labels/PXL_20211210_152611313.jpg,card,2292,650,3033,191
TRAIN,data/labels/PXL_20211210_152611313.jpg,card,1451,645,2192,194
TRAIN,data/labels/PXL_20211210_152611313.jpg,card,507,704,1297,219
TRAIN,data/labels/PXL_20211210_152611313.jpg,card,489,1335,1307,763
TRAIN,data/labels/PXL_20211210_152611313.jpg,card,1458,1350,2225,866
TRAIN,data/labels/PXL_20211210_152629775.jpg,card,1129,1355,1583,760
TRAIN,data/labels/PXL_20211210_152629775.jpg,card,1617,1250,1988,709
TRAIN,data/labels/PXL_20211210_152629775.jpg,card,1678,2017,2106,1373
TRAIN,data/labels/PXL_20211210_152629775.jpg,card,1129,2037,1540,1419
TRAIN,data/labels/PXL_20211210_152506261.jpg,card,1088,668,1542,107
TRAIN,data/labels/PXL_20211210_152506261.jpg,card,1750,1481,2268,796
TRAIN,data/labels/PXL_20211210_152506261.jpg,card,953,1553,1501,863
TRAIN,data/labels/PXL_20211210_152506261.jpg,card,2437,689,2919,132
TRAIN,data/labels/PXL_20211210_152506261.jpg,card,2537,1468,3091,789
TRAIN,data/labels/PXL_20211210_152506261.jpg,card,1747,637,2194,81
TRAIN,data/labels/PXL_20211210_152617474.jpg,card,498,1743,1605,1006
TRAIN,data/labels/PXL_20211210_152617474.jpg,card,472,2817,1605,2080
TRAIN,data/labels/PXL_20211210_152606380.jpg,card,1658,1355,2371,876
TRAIN,data/labels/PXL_20211210_152606380.jpg,card,1623,1904,2338,1417
TRAIN,data/labels/PXL_20211210_152606380.jpg,card,2507,1853,3184,1399
TRAIN,data/labels/PXL_20211210_152606380.jpg,card,2451,1353,3133,894
TRAIN,data/labels/PXL_20211210_152606380.jpg,card,2456,727,3130,237
TRAIN,data/labels/PXL_20211210_152606380.jpg,card,1671,666,2366,194
TRAIN,data/labels/PXL_20211210_152606380.jpg,card,728,712,1517,155
TRAIN,data/labels/PXL_20211210_152606380.jpg,card,725,1294,1520,760
TRAIN,data/labels/PXL_20211210_152606380.jpg,card,782,1989,1574,1440
TRAIN,data/labels/PXL_20211210_152650306.jpg,card,463,843,1537,158
TRAIN,data/labels/PXL_20211210_152650306.jpg,card,1896,1776,2845,1160
TRAIN,data/labels/PXL_20211210_152650306.jpg,card,1827,884,2814,173
TRAIN,data/labels/PXL_20211210_152650306.jpg,card,647,1786,1699,1107
TRAIN,data/labels/PXL_20211210_152458737.jpg,card,1553,589,2156,258
TRAIN,data/labels/PXL_20211210_152458737.jpg,card,2225,1158,2892,786
TRAIN,data/labels/PXL_20211210_152458737.jpg,card,2271,1830,3012,1345
TRAIN,data/labels/PXL_20211210_152458737.jpg,card,1343,1737,2051,1301
TRAIN,data/labels/PXL_20211210_152458737.jpg,card,1410,1127,2056,743
TRAIN,data/labels/PXL_20211210_152458737.jpg,card,2233,594,2838,271
TRAIN,data/labels/PXL_20211210_152533791.jpg,card,769,3058,1261,2388
TRAIN,data/labels/PXL_20211210_152533791.jpg,card,1124,3051,1591,2395
TRAIN,data/labels/PXL_20211210_152533791.jpg,card,1357,2347,1765,1702
TRAIN,data/labels/PXL_20211210_152533791.jpg,card,743,2302,1209,1636
TRAIN,data/labels/PXL_20211210_152533791.jpg,card,180,2895,724,2202
TRAIN,data/labels/PXL_20211210_152533791.jpg,card,91,2228,628,1517
TRAIN,data/labels/PXL_20211210_152533791.jpg,card,320,1388,909,591
TRAIN,data/labels/PXL_20211210_152533791.jpg,card,865,1621,1520,832
TRAIN,data/labels/PXL_20211210_152727157.jpg,card,161,1843,894,1225
TRAIN,data/labels/PXL_20211210_152727157.jpg,card,950,1895,1639,1251
TRAIN,data/labels/PXL_20211210_152727157.jpg,card,1454,2962,2160,1910
TRAIN,data/labels/PXL_20211210_152727157.jpg,card,346,3291,1283,2114
